2024-03-18 20:19:11.845 | INFO | train_model:125 | Creating dataloaders
2024-03-18 20:19:11.846 | INFO | train_model:151 | Splitting training data into a 80%-20% train/val split
2024-03-18 20:19:11.946 | INFO | train_model:279 | Starting pre_training
2024-03-18 20:19:12.141 | INFO | trainer:219 | Epoch: 0 | Validation loss: 7.71e-05
2024-03-18 20:19:12.443 | INFO | trainer:219 | Epoch: 0 | Validation loss: 6.62e-05
2024-03-18 20:19:12.447 | INFO | trainer:203 | Epoch: 0 | Training loss: 5.03e-05
2024-03-18 20:19:12.957 | INFO | trainer:219 | Epoch: 1 | Validation loss: 5.75e-05
2024-03-18 20:19:12.962 | INFO | trainer:203 | Epoch: 1 | Training loss: 4.13e-05
2024-03-18 20:19:13.420 | INFO | trainer:219 | Epoch: 2 | Validation loss: 5.14e-05
2024-03-18 20:19:13.424 | INFO | trainer:203 | Epoch: 2 | Training loss: 3.73e-05
2024-03-18 20:19:13.774 | INFO | trainer:219 | Epoch: 3 | Validation loss: 4.6e-05
2024-03-18 20:19:13.778 | INFO | trainer:203 | Epoch: 3 | Training loss: 3.38e-05
2024-03-18 20:19:14.251 | INFO | trainer:219 | Epoch: 4 | Validation loss: 4.19e-05
2024-03-18 20:19:14.255 | INFO | trainer:203 | Epoch: 4 | Training loss: 3.09e-05
2024-03-18 20:19:14.579 | INFO | trainer:219 | Epoch: 5 | Validation loss: 3.9e-05
2024-03-18 20:19:14.583 | INFO | trainer:203 | Epoch: 5 | Training loss: 2.86e-05
2024-03-18 20:19:14.954 | INFO | trainer:219 | Epoch: 6 | Validation loss: 3.64e-05
2024-03-18 20:19:14.962 | INFO | trainer:203 | Epoch: 6 | Training loss: 2.68e-05
2024-03-18 20:19:15.276 | INFO | trainer:219 | Epoch: 7 | Validation loss: 3.47e-05
2024-03-18 20:19:15.280 | INFO | trainer:203 | Epoch: 7 | Training loss: 2.53e-05
