2024-03-18 14:31:12.067 | INFO | train_model:125 | Creating dataloaders
2024-03-18 14:31:12.070 | INFO | train_model:151 | Splitting training data into a 90%-10% train/val split
2024-03-18 14:31:12.210 | INFO | train_model:279 | Starting training
2024-03-18 14:31:12.298 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00526
2024-03-18 14:31:13.463 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00369
2024-03-18 14:31:13.467 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.00436
2024-03-18 14:31:14.824 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.00343
2024-03-18 14:31:14.828 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.0038
2024-03-18 14:31:16.093 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.00344
2024-03-18 14:31:16.097 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.00357
2024-03-18 14:31:17.353 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00327
2024-03-18 14:31:17.357 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00349
2024-03-18 14:31:18.479 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.00324
2024-03-18 14:31:18.482 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.00339
2024-03-18 14:31:19.648 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.00336
2024-03-18 14:31:19.652 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00335
2024-03-18 14:31:20.911 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00315
2024-03-18 14:31:20.915 | INFO | trainer:203 | Epoch: 6 | Training loss: 0.00331
2024-03-18 14:31:22.171 | INFO | trainer:219 | Epoch: 7 | Validation loss: 0.00321
2024-03-18 14:31:22.174 | INFO | trainer:203 | Epoch: 7 | Training loss: 0.00327
2024-03-18 14:31:23.496 | INFO | trainer:219 | Epoch: 8 | Validation loss: 0.00323
2024-03-18 14:31:23.499 | INFO | trainer:203 | Epoch: 8 | Training loss: 0.00326
2024-03-18 14:31:24.807 | INFO | trainer:219 | Epoch: 9 | Validation loss: 0.00318
2024-03-18 14:31:24.810 | INFO | trainer:203 | Epoch: 9 | Training loss: 0.00328
2024-03-18 14:31:26.080 | INFO | trainer:219 | Epoch: 10 | Validation loss: 0.00306
2024-03-18 14:31:26.084 | INFO | trainer:203 | Epoch: 10 | Training loss: 0.00319
2024-03-18 14:31:27.368 | INFO | trainer:219 | Epoch: 11 | Validation loss: 0.00307
2024-03-18 14:31:27.372 | INFO | trainer:203 | Epoch: 11 | Training loss: 0.00321
2024-03-18 14:31:28.585 | INFO | trainer:219 | Epoch: 12 | Validation loss: 0.00306
2024-03-18 14:31:28.589 | INFO | trainer:203 | Epoch: 12 | Training loss: 0.00316
2024-03-18 14:31:29.668 | INFO | trainer:219 | Epoch: 13 | Validation loss: 0.00314
2024-03-18 14:31:29.672 | INFO | trainer:203 | Epoch: 13 | Training loss: 0.0031
2024-03-18 14:31:30.827 | INFO | trainer:219 | Epoch: 14 | Validation loss: 0.00312
2024-03-18 14:31:30.831 | INFO | trainer:203 | Epoch: 14 | Training loss: 0.00315
2024-03-18 14:31:32.044 | INFO | trainer:219 | Epoch: 15 | Validation loss: 0.00319
2024-03-18 14:31:32.048 | INFO | trainer:203 | Epoch: 15 | Training loss: 0.00311
2024-03-18 14:31:33.396 | INFO | trainer:219 | Epoch: 16 | Validation loss: 0.00305
2024-03-18 14:31:33.400 | INFO | trainer:203 | Epoch: 16 | Training loss: 0.00308
2024-03-18 14:31:34.636 | INFO | trainer:219 | Epoch: 17 | Validation loss: 0.00307
2024-03-18 14:31:34.639 | INFO | trainer:203 | Epoch: 17 | Training loss: 0.00311
