2024-03-18 20:18:46.086 | INFO | train_model:125 | Creating dataloaders
2024-03-18 20:18:46.086 | INFO | train_model:151 | Splitting training data into a 80%-20% train/val split
2024-03-18 20:18:46.241 | INFO | train_model:279 | Starting pre_training
2024-03-18 20:18:47.077 | INFO | trainer:219 | Epoch: 0 | Validation loss: 7.64e-05
2024-03-18 20:18:47.385 | INFO | trainer:219 | Epoch: 0 | Validation loss: 6.64e-05
2024-03-18 20:18:47.390 | INFO | trainer:203 | Epoch: 0 | Training loss: 5.29e-05
2024-03-18 20:18:47.678 | INFO | trainer:219 | Epoch: 1 | Validation loss: 6.01e-05
2024-03-18 20:18:47.682 | INFO | trainer:203 | Epoch: 1 | Training loss: 4.38e-05
2024-03-18 20:18:47.967 | INFO | trainer:219 | Epoch: 2 | Validation loss: 5.45e-05
2024-03-18 20:18:47.971 | INFO | trainer:203 | Epoch: 2 | Training loss: 3.91e-05
2024-03-18 20:18:48.235 | INFO | trainer:219 | Epoch: 3 | Validation loss: 4.9e-05
2024-03-18 20:18:48.239 | INFO | trainer:203 | Epoch: 3 | Training loss: 3.6e-05
2024-03-18 20:18:48.511 | INFO | trainer:219 | Epoch: 4 | Validation loss: 4.43e-05
2024-03-18 20:18:48.515 | INFO | trainer:203 | Epoch: 4 | Training loss: 3.27e-05
2024-03-18 20:18:48.790 | INFO | trainer:219 | Epoch: 5 | Validation loss: 4.07e-05
2024-03-18 20:18:48.793 | INFO | trainer:203 | Epoch: 5 | Training loss: 3.01e-05
2024-03-18 20:18:49.073 | INFO | trainer:219 | Epoch: 6 | Validation loss: 3.8e-05
2024-03-18 20:18:49.076 | INFO | trainer:203 | Epoch: 6 | Training loss: 2.8e-05
2024-03-18 20:18:49.352 | INFO | trainer:219 | Epoch: 7 | Validation loss: 3.59e-05
2024-03-18 20:18:49.356 | INFO | trainer:203 | Epoch: 7 | Training loss: 2.63e-05
2024-03-18 20:18:49.634 | INFO | trainer:219 | Epoch: 8 | Validation loss: 3.43e-05
2024-03-18 20:18:49.638 | INFO | trainer:203 | Epoch: 8 | Training loss: 2.51e-05
2024-03-18 20:18:49.910 | INFO | trainer:219 | Epoch: 9 | Validation loss: 3.29e-05
2024-03-18 20:18:49.914 | INFO | trainer:203 | Epoch: 9 | Training loss: 2.4e-05
2024-03-18 20:18:50.108 | INFO | train_model:279 | Starting training
2024-03-18 20:18:50.173 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00738
2024-03-18 20:18:50.379 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00791
2024-03-18 20:18:50.384 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.00443
2024-03-18 20:18:50.621 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.007
2024-03-18 20:18:50.625 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.00398
2024-03-18 20:18:50.919 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.0066
2024-03-18 20:18:50.923 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.00382
2024-03-18 20:18:51.137 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00672
2024-03-18 20:18:51.141 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00383
2024-03-18 20:18:51.331 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.00703
2024-03-18 20:18:51.335 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.00371
2024-03-18 20:18:51.536 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.00681
2024-03-18 20:18:51.542 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00378
2024-03-18 20:18:51.843 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00642
2024-03-18 20:18:51.847 | INFO | trainer:203 | Epoch: 6 | Training loss: 0.00375
2024-03-18 20:18:52.090 | INFO | trainer:219 | Epoch: 7 | Validation loss: 0.00645
2024-03-18 20:18:52.096 | INFO | trainer:203 | Epoch: 7 | Training loss: 0.00373
2024-03-18 20:18:52.408 | INFO | trainer:219 | Epoch: 8 | Validation loss: 0.00662
2024-03-18 20:18:52.416 | INFO | trainer:203 | Epoch: 8 | Training loss: 0.00369
2024-03-18 20:18:52.650 | INFO | trainer:219 | Epoch: 9 | Validation loss: 0.0066
2024-03-18 20:18:52.654 | INFO | trainer:203 | Epoch: 9 | Training loss: 0.00374
2024-03-18 20:18:52.885 | INFO | trainer:219 | Epoch: 10 | Validation loss: 0.00642
2024-03-18 20:18:52.892 | INFO | trainer:203 | Epoch: 10 | Training loss: 0.00366
2024-03-18 20:18:53.160 | INFO | trainer:219 | Epoch: 11 | Validation loss: 0.00644
2024-03-18 20:18:53.164 | INFO | trainer:203 | Epoch: 11 | Training loss: 0.00364
2024-03-18 20:18:53.424 | INFO | trainer:219 | Epoch: 12 | Validation loss: 0.00648
2024-03-18 20:18:53.432 | INFO | trainer:203 | Epoch: 12 | Training loss: 0.00376
2024-03-18 20:18:53.716 | INFO | trainer:219 | Epoch: 13 | Validation loss: 0.00642
2024-03-18 20:18:53.720 | INFO | trainer:203 | Epoch: 13 | Training loss: 0.00369
2024-03-18 20:18:53.976 | INFO | trainer:219 | Epoch: 14 | Validation loss: 0.00635
2024-03-18 20:18:53.982 | INFO | trainer:203 | Epoch: 14 | Training loss: 0.00362
2024-03-18 20:18:54.316 | INFO | trainer:219 | Epoch: 15 | Validation loss: 0.00633
2024-03-18 20:18:54.320 | INFO | trainer:203 | Epoch: 15 | Training loss: 0.0035
2024-03-18 20:18:54.550 | INFO | trainer:219 | Epoch: 16 | Validation loss: 0.00634
2024-03-18 20:18:54.554 | INFO | trainer:203 | Epoch: 16 | Training loss: 0.00362
2024-03-18 20:18:54.835 | INFO | trainer:219 | Epoch: 17 | Validation loss: 0.00636
2024-03-18 20:18:54.844 | INFO | trainer:203 | Epoch: 17 | Training loss: 0.00354
2024-03-18 20:18:55.107 | INFO | trainer:219 | Epoch: 18 | Validation loss: 0.00638
2024-03-18 20:18:55.111 | INFO | trainer:203 | Epoch: 18 | Training loss: 0.00357
2024-03-18 20:18:55.356 | INFO | trainer:219 | Epoch: 19 | Validation loss: 0.00638
2024-03-18 20:18:55.363 | INFO | trainer:203 | Epoch: 19 | Training loss: 0.00358
2024-03-18 20:18:55.629 | INFO | trainer:219 | Epoch: 20 | Validation loss: 0.00638
2024-03-18 20:18:55.633 | INFO | trainer:203 | Epoch: 20 | Training loss: 0.00362
2024-03-18 20:18:55.783 | INFO | train_model:378 | Starting stochastic weight averaging
2024-03-18 20:18:55.867 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00633
2024-03-18 20:18:56.252 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00815
2024-03-18 20:18:56.257 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.00532
2024-03-18 20:18:56.537 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.00714
2024-03-18 20:18:56.542 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.00412
2024-03-18 20:18:56.935 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.00658
2024-03-18 20:18:56.940 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.00399
2024-03-18 20:18:57.215 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00696
2024-03-18 20:18:57.219 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00389
2024-03-18 20:18:57.527 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.00643
2024-03-18 20:18:57.535 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.0039
2024-03-18 20:18:57.838 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.00682
2024-03-18 20:18:57.845 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00387
2024-03-18 20:18:58.141 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00646
2024-03-18 20:18:58.149 | INFO | trainer:203 | Epoch: 6 | Training loss: 0.00375
2024-03-18 20:18:58.458 | INFO | trainer:219 | Epoch: 7 | Validation loss: 0.00613
2024-03-18 20:18:58.462 | INFO | trainer:203 | Epoch: 7 | Training loss: 0.00378
2024-03-18 20:18:58.788 | INFO | trainer:219 | Epoch: 8 | Validation loss: 0.00633
2024-03-18 20:18:58.796 | INFO | trainer:203 | Epoch: 8 | Training loss: 0.00373
2024-03-18 20:18:59.120 | INFO | trainer:219 | Epoch: 9 | Validation loss: 0.00715
2024-03-18 20:18:59.127 | INFO | trainer:203 | Epoch: 9 | Training loss: 0.00359
2024-03-18 20:18:59.504 | INFO | trainer:219 | Epoch: 10 | Validation loss: 0.00609
2024-03-18 20:18:59.512 | INFO | trainer:203 | Epoch: 10 | Training loss: 0.00367
2024-03-18 20:18:59.755 | INFO | trainer:219 | Epoch: 11 | Validation loss: 0.00668
2024-03-18 20:18:59.759 | INFO | trainer:203 | Epoch: 11 | Training loss: 0.00344
2024-03-18 20:19:00.058 | INFO | trainer:219 | Epoch: 12 | Validation loss: 0.00614
2024-03-18 20:19:00.066 | INFO | trainer:203 | Epoch: 12 | Training loss: 0.00344
2024-03-18 20:19:00.335 | INFO | trainer:219 | Epoch: 13 | Validation loss: 0.00577
