2024-03-18 13:53:18.108 | INFO | train_model:125 | Creating dataloaders
2024-03-18 13:53:18.113 | INFO | train_model:151 | Splitting training data into a 90%-10% train/val split
2024-03-18 13:53:18.310 | INFO | train_model:279 | Starting training
2024-03-18 13:53:19.220 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00532
2024-03-18 13:53:21.810 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00352
2024-03-18 13:53:21.815 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.00401
2024-03-18 13:53:24.215 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.00329
2024-03-18 13:53:24.219 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.00351
2024-03-18 13:53:26.554 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.00321
2024-03-18 13:53:26.558 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.00338
2024-03-18 13:53:28.936 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00323
2024-03-18 13:53:28.940 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00333
2024-03-18 13:53:31.271 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.00314
2024-03-18 13:53:31.276 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.00325
2024-03-18 13:53:33.570 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.00316
2024-03-18 13:53:33.574 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00323
2024-03-18 13:53:35.964 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00338
2024-03-18 13:53:35.968 | INFO | trainer:203 | Epoch: 6 | Training loss: 0.00324
2024-03-18 13:53:38.286 | INFO | trainer:219 | Epoch: 7 | Validation loss: 0.00312
2024-03-18 13:53:38.289 | INFO | trainer:203 | Epoch: 7 | Training loss: 0.00316
2024-03-18 13:53:40.672 | INFO | trainer:219 | Epoch: 8 | Validation loss: 0.00306
2024-03-18 13:53:40.675 | INFO | trainer:203 | Epoch: 8 | Training loss: 0.00312
2024-03-18 13:53:43.116 | INFO | trainer:219 | Epoch: 9 | Validation loss: 0.0031
2024-03-18 13:53:43.120 | INFO | trainer:203 | Epoch: 9 | Training loss: 0.00311
2024-03-18 13:53:45.464 | INFO | trainer:219 | Epoch: 10 | Validation loss: 0.00302
2024-03-18 13:53:45.467 | INFO | trainer:203 | Epoch: 10 | Training loss: 0.0031
2024-03-18 13:53:47.876 | INFO | trainer:219 | Epoch: 11 | Validation loss: 0.00304
2024-03-18 13:53:47.880 | INFO | trainer:203 | Epoch: 11 | Training loss: 0.00306
2024-03-18 13:53:50.229 | INFO | trainer:219 | Epoch: 12 | Validation loss: 0.00317
2024-03-18 13:53:50.233 | INFO | trainer:203 | Epoch: 12 | Training loss: 0.00307
2024-03-18 13:53:52.522 | INFO | trainer:219 | Epoch: 13 | Validation loss: 0.00304
2024-03-18 13:53:52.525 | INFO | trainer:203 | Epoch: 13 | Training loss: 0.00302
2024-03-18 13:53:54.920 | INFO | trainer:219 | Epoch: 14 | Validation loss: 0.00299
2024-03-18 13:53:54.923 | INFO | trainer:203 | Epoch: 14 | Training loss: 0.00303
2024-03-18 13:53:57.237 | INFO | trainer:219 | Epoch: 15 | Validation loss: 0.00304
2024-03-18 13:53:57.242 | INFO | trainer:203 | Epoch: 15 | Training loss: 0.00304
2024-03-18 13:53:59.557 | INFO | trainer:219 | Epoch: 16 | Validation loss: 0.00303
2024-03-18 13:53:59.562 | INFO | trainer:203 | Epoch: 16 | Training loss: 0.00297
2024-03-18 13:54:01.926 | INFO | trainer:219 | Epoch: 17 | Validation loss: 0.00298
2024-03-18 13:54:01.930 | INFO | trainer:203 | Epoch: 17 | Training loss: 0.00297
2024-03-18 13:54:04.265 | INFO | trainer:219 | Epoch: 18 | Validation loss: 0.00304
2024-03-18 13:54:04.270 | INFO | trainer:203 | Epoch: 18 | Training loss: 0.00297
2024-03-18 13:54:06.623 | INFO | trainer:219 | Epoch: 19 | Validation loss: 0.00303
2024-03-18 13:54:06.627 | INFO | trainer:203 | Epoch: 19 | Training loss: 0.00297
2024-03-18 13:54:08.973 | INFO | trainer:219 | Epoch: 20 | Validation loss: 0.003
2024-03-18 13:54:08.977 | INFO | trainer:203 | Epoch: 20 | Training loss: 0.00296
2024-03-18 13:54:11.347 | INFO | trainer:219 | Epoch: 21 | Validation loss: 0.00295
2024-03-18 13:54:11.353 | INFO | trainer:203 | Epoch: 21 | Training loss: 0.00293
2024-03-18 13:54:13.656 | INFO | trainer:219 | Epoch: 22 | Validation loss: 0.00293
2024-03-18 13:54:13.660 | INFO | trainer:203 | Epoch: 22 | Training loss: 0.00295
2024-03-18 13:54:15.482 | INFO | trainer:219 | Epoch: 23 | Validation loss: 0.00291
2024-03-18 13:54:15.486 | INFO | trainer:203 | Epoch: 23 | Training loss: 0.0029
2024-03-18 13:54:17.270 | INFO | trainer:219 | Epoch: 24 | Validation loss: 0.00295
2024-03-18 13:54:17.276 | INFO | trainer:203 | Epoch: 24 | Training loss: 0.00291
2024-03-18 13:54:19.041 | INFO | trainer:219 | Epoch: 25 | Validation loss: 0.00298
2024-03-18 13:54:19.045 | INFO | trainer:203 | Epoch: 25 | Training loss: 0.00288
2024-03-18 13:54:21.135 | INFO | trainer:219 | Epoch: 26 | Validation loss: 0.00292
2024-03-18 13:54:21.139 | INFO | trainer:203 | Epoch: 26 | Training loss: 0.0029
2024-03-18 13:54:23.484 | INFO | trainer:219 | Epoch: 27 | Validation loss: 0.00297
2024-03-18 13:54:23.488 | INFO | trainer:203 | Epoch: 27 | Training loss: 0.00287
2024-03-18 13:54:25.578 | INFO | trainer:219 | Epoch: 28 | Validation loss: 0.00291
2024-03-18 13:54:25.583 | INFO | trainer:203 | Epoch: 28 | Training loss: 0.00286
2024-03-18 13:54:27.866 | INFO | trainer:219 | Epoch: 29 | Validation loss: 0.00293
2024-03-18 13:54:27.870 | INFO | trainer:203 | Epoch: 29 | Training loss: 0.00285
2024-03-18 13:54:29.971 | INFO | trainer:219 | Epoch: 30 | Validation loss: 0.00292
2024-03-18 13:54:29.976 | INFO | trainer:203 | Epoch: 30 | Training loss: 0.00283
2024-03-18 13:54:32.365 | INFO | trainer:219 | Epoch: 31 | Validation loss: 0.00303
2024-03-18 13:54:32.372 | INFO | trainer:203 | Epoch: 31 | Training loss: 0.00285
2024-03-18 13:54:34.466 | INFO | trainer:219 | Epoch: 32 | Validation loss: 0.00302
2024-03-18 13:54:34.470 | INFO | trainer:203 | Epoch: 32 | Training loss: 0.00286
2024-03-18 13:54:36.725 | INFO | trainer:219 | Epoch: 33 | Validation loss: 0.00293
2024-03-18 13:54:36.733 | INFO | trainer:203 | Epoch: 33 | Training loss: 0.0028
2024-03-18 13:54:38.924 | INFO | trainer:219 | Epoch: 34 | Validation loss: 0.00296
2024-03-18 13:54:38.929 | INFO | trainer:203 | Epoch: 34 | Training loss: 0.00283
2024-03-18 13:54:41.011 | INFO | trainer:219 | Epoch: 35 | Validation loss: 0.00297
2024-03-18 13:54:41.018 | INFO | trainer:203 | Epoch: 35 | Training loss: 0.00281
2024-03-18 13:54:43.270 | INFO | trainer:219 | Epoch: 36 | Validation loss: 0.00296
2024-03-18 13:54:43.273 | INFO | trainer:203 | Epoch: 36 | Training loss: 0.0028
2024-03-18 13:54:45.391 | INFO | trainer:219 | Epoch: 37 | Validation loss: 0.00303
2024-03-18 13:54:45.394 | INFO | trainer:203 | Epoch: 37 | Training loss: 0.00282
2024-03-18 13:54:47.720 | INFO | trainer:219 | Epoch: 38 | Validation loss: 0.00289
2024-03-18 13:54:47.723 | INFO | trainer:203 | Epoch: 38 | Training loss: 0.00279
2024-03-18 13:54:49.912 | INFO | trainer:219 | Epoch: 39 | Validation loss: 0.00296
2024-03-18 13:54:49.916 | INFO | trainer:203 | Epoch: 39 | Training loss: 0.00273
2024-03-18 13:54:51.811 | INFO | trainer:219 | Epoch: 40 | Validation loss: 0.00293
2024-03-18 13:54:51.815 | INFO | trainer:203 | Epoch: 40 | Training loss: 0.00276
2024-03-18 13:54:53.401 | INFO | trainer:219 | Epoch: 41 | Validation loss: 0.00318
2024-03-18 13:54:53.404 | INFO | trainer:203 | Epoch: 41 | Training loss: 0.00278
2024-03-18 13:54:55.147 | INFO | trainer:219 | Epoch: 42 | Validation loss: 0.00292
2024-03-18 13:54:55.151 | INFO | trainer:203 | Epoch: 42 | Training loss: 0.00274
2024-03-18 13:54:57.153 | INFO | trainer:219 | Epoch: 43 | Validation loss: 0.00301
2024-03-18 13:54:57.157 | INFO | trainer:203 | Epoch: 43 | Training loss: 0.00273
