2024-03-18 14:29:13.336 | INFO | train_model:125 | Creating dataloaders
2024-03-18 14:29:13.339 | INFO | train_model:151 | Splitting training data into a 90%-10% train/val split
2024-03-18 14:29:13.470 | INFO | train_model:279 | Starting training
2024-03-18 14:29:13.573 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00481
2024-03-18 14:29:14.853 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00406
2024-03-18 14:29:14.858 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.00406
2024-03-18 14:29:15.999 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.0036
2024-03-18 14:29:16.004 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.00365
2024-03-18 14:29:17.293 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.00354
2024-03-18 14:29:17.296 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.00355
2024-03-18 14:29:18.431 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00328
2024-03-18 14:29:18.437 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00351
2024-03-18 14:29:19.700 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.00379
2024-03-18 14:29:19.704 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.00341
2024-03-18 14:29:20.852 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.00317
2024-03-18 14:29:20.859 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00335
2024-03-18 14:29:22.026 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00325
2024-03-18 14:29:22.030 | INFO | trainer:203 | Epoch: 6 | Training loss: 0.0033
2024-03-18 14:29:23.158 | INFO | trainer:219 | Epoch: 7 | Validation loss: 0.00317
2024-03-18 14:29:23.164 | INFO | trainer:203 | Epoch: 7 | Training loss: 0.00334
2024-03-18 14:29:24.417 | INFO | trainer:219 | Epoch: 8 | Validation loss: 0.00317
2024-03-18 14:29:24.422 | INFO | trainer:203 | Epoch: 8 | Training loss: 0.00326
2024-03-18 14:29:25.643 | INFO | trainer:219 | Epoch: 9 | Validation loss: 0.00325
2024-03-18 14:29:25.647 | INFO | trainer:203 | Epoch: 9 | Training loss: 0.00327
2024-03-18 14:29:26.835 | INFO | trainer:219 | Epoch: 10 | Validation loss: 0.00307
2024-03-18 14:29:26.839 | INFO | trainer:203 | Epoch: 10 | Training loss: 0.00323
2024-03-18 14:29:28.104 | INFO | trainer:219 | Epoch: 11 | Validation loss: 0.00308
2024-03-18 14:29:28.112 | INFO | trainer:203 | Epoch: 11 | Training loss: 0.00318
2024-03-18 14:29:29.239 | INFO | trainer:219 | Epoch: 12 | Validation loss: 0.00327
2024-03-18 14:29:29.242 | INFO | trainer:203 | Epoch: 12 | Training loss: 0.0032
2024-03-18 14:29:30.410 | INFO | trainer:219 | Epoch: 13 | Validation loss: 0.00321
2024-03-18 14:29:30.415 | INFO | trainer:203 | Epoch: 13 | Training loss: 0.00318
2024-03-18 14:29:31.617 | INFO | trainer:219 | Epoch: 14 | Validation loss: 0.00343
2024-03-18 14:29:31.620 | INFO | trainer:203 | Epoch: 14 | Training loss: 0.00316
2024-03-18 14:29:32.779 | INFO | trainer:219 | Epoch: 15 | Validation loss: 0.00307
2024-03-18 14:29:32.784 | INFO | trainer:203 | Epoch: 15 | Training loss: 0.00314
2024-03-18 14:29:33.976 | INFO | trainer:219 | Epoch: 16 | Validation loss: 0.00333
2024-03-18 14:29:33.979 | INFO | trainer:203 | Epoch: 16 | Training loss: 0.00315
2024-03-18 14:29:35.103 | INFO | trainer:219 | Epoch: 17 | Validation loss: 0.00302
2024-03-18 14:29:35.106 | INFO | trainer:203 | Epoch: 17 | Training loss: 0.00311
2024-03-18 14:29:36.381 | INFO | trainer:219 | Epoch: 18 | Validation loss: 0.00302
2024-03-18 14:29:36.385 | INFO | trainer:203 | Epoch: 18 | Training loss: 0.0031
2024-03-18 14:29:37.635 | INFO | trainer:219 | Epoch: 19 | Validation loss: 0.00302
2024-03-18 14:29:37.639 | INFO | trainer:203 | Epoch: 19 | Training loss: 0.00307
2024-03-18 14:29:38.787 | INFO | trainer:219 | Epoch: 20 | Validation loss: 0.00297
2024-03-18 14:29:38.791 | INFO | trainer:203 | Epoch: 20 | Training loss: 0.00304
2024-03-18 14:29:40.150 | INFO | trainer:219 | Epoch: 21 | Validation loss: 0.00296
2024-03-18 14:29:40.154 | INFO | trainer:203 | Epoch: 21 | Training loss: 0.00305
