2024-03-18 20:20:31.153 | INFO | train_model:125 | Creating dataloaders
2024-03-18 20:20:31.154 | INFO | train_model:151 | Splitting training data into a 80%-20% train/val split
2024-03-18 20:20:31.266 | INFO | train_model:279 | Starting pre_training
2024-03-18 20:20:31.409 | INFO | trainer:219 | Epoch: 0 | Validation loss: 7.65e-05
2024-03-18 20:20:31.710 | INFO | trainer:219 | Epoch: 0 | Validation loss: 7.18e-05
2024-03-18 20:20:31.715 | INFO | trainer:203 | Epoch: 0 | Training loss: 5.25e-05
2024-03-18 20:20:32.121 | INFO | trainer:219 | Epoch: 1 | Validation loss: 6.3e-05
2024-03-18 20:20:32.128 | INFO | trainer:203 | Epoch: 1 | Training loss: 4.36e-05
2024-03-18 20:20:32.620 | INFO | trainer:219 | Epoch: 2 | Validation loss: 5.49e-05
2024-03-18 20:20:32.624 | INFO | trainer:203 | Epoch: 2 | Training loss: 3.98e-05
2024-03-18 20:20:33.045 | INFO | trainer:219 | Epoch: 3 | Validation loss: 4.91e-05
2024-03-18 20:20:33.050 | INFO | trainer:203 | Epoch: 3 | Training loss: 3.6e-05
2024-03-18 20:20:33.517 | INFO | trainer:219 | Epoch: 4 | Validation loss: 4.43e-05
2024-03-18 20:20:33.521 | INFO | trainer:203 | Epoch: 4 | Training loss: 3.27e-05
2024-03-18 20:20:33.976 | INFO | trainer:219 | Epoch: 5 | Validation loss: 4.07e-05
2024-03-18 20:20:33.982 | INFO | trainer:203 | Epoch: 5 | Training loss: 3e-05
2024-03-18 20:20:34.395 | INFO | trainer:219 | Epoch: 6 | Validation loss: 3.8e-05
2024-03-18 20:20:34.398 | INFO | trainer:203 | Epoch: 6 | Training loss: 2.79e-05
2024-03-18 20:20:34.934 | INFO | trainer:219 | Epoch: 7 | Validation loss: 3.58e-05
2024-03-18 20:20:34.941 | INFO | trainer:203 | Epoch: 7 | Training loss: 2.63e-05
2024-03-18 20:20:35.266 | INFO | trainer:219 | Epoch: 8 | Validation loss: 3.41e-05
2024-03-18 20:20:35.270 | INFO | trainer:203 | Epoch: 8 | Training loss: 2.5e-05
2024-03-18 20:20:35.796 | INFO | trainer:219 | Epoch: 9 | Validation loss: 3.26e-05
2024-03-18 20:20:35.802 | INFO | trainer:203 | Epoch: 9 | Training loss: 2.39e-05
2024-03-18 20:20:36.000 | INFO | train_model:279 | Starting training
2024-03-18 20:20:36.100 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00791
2024-03-18 20:20:36.350 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.0072
2024-03-18 20:20:36.357 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.0043
2024-03-18 20:20:36.717 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.00684
2024-03-18 20:20:36.722 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.00399
2024-03-18 20:20:36.996 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.00625
2024-03-18 20:20:37.000 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.0038
2024-03-18 20:20:37.312 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00628
2024-03-18 20:20:37.321 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00377
2024-03-18 20:20:37.649 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.00647
2024-03-18 20:20:37.653 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.0036
2024-03-18 20:20:37.874 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.0064
2024-03-18 20:20:37.878 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00368
2024-03-18 20:20:38.116 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00637
2024-03-18 20:20:38.125 | INFO | trainer:203 | Epoch: 6 | Training loss: 0.00351
2024-03-18 20:20:38.444 | INFO | trainer:219 | Epoch: 7 | Validation loss: 0.00646
2024-03-18 20:20:38.452 | INFO | trainer:203 | Epoch: 7 | Training loss: 0.00358
2024-03-18 20:20:38.696 | INFO | trainer:219 | Epoch: 8 | Validation loss: 0.00645
2024-03-18 20:20:38.700 | INFO | trainer:203 | Epoch: 8 | Training loss: 0.00351
2024-03-18 20:20:38.945 | INFO | trainer:219 | Epoch: 9 | Validation loss: 0.00643
2024-03-18 20:20:38.953 | INFO | trainer:203 | Epoch: 9 | Training loss: 0.00352
2024-03-18 20:20:39.291 | INFO | trainer:219 | Epoch: 10 | Validation loss: 0.00641
2024-03-18 20:20:39.297 | INFO | trainer:203 | Epoch: 10 | Training loss: 0.00359
2024-03-18 20:20:39.544 | INFO | trainer:219 | Epoch: 11 | Validation loss: 0.00646
2024-03-18 20:20:39.552 | INFO | trainer:203 | Epoch: 11 | Training loss: 0.00356
2024-03-18 20:20:39.825 | INFO | trainer:219 | Epoch: 12 | Validation loss: 0.00643
2024-03-18 20:20:39.832 | INFO | trainer:203 | Epoch: 12 | Training loss: 0.00346
2024-03-18 20:20:40.168 | INFO | trainer:219 | Epoch: 13 | Validation loss: 0.00643
2024-03-18 20:20:40.176 | INFO | trainer:203 | Epoch: 13 | Training loss: 0.0035
2024-03-18 20:20:40.411 | INFO | trainer:219 | Epoch: 14 | Validation loss: 0.00643
2024-03-18 20:20:40.416 | INFO | trainer:203 | Epoch: 14 | Training loss: 0.00353
2024-03-18 20:20:40.658 | INFO | trainer:219 | Epoch: 15 | Validation loss: 0.00642
2024-03-18 20:20:40.667 | INFO | trainer:203 | Epoch: 15 | Training loss: 0.00347
2024-03-18 20:20:41.010 | INFO | trainer:219 | Epoch: 16 | Validation loss: 0.00641
2024-03-18 20:20:41.014 | INFO | trainer:203 | Epoch: 16 | Training loss: 0.00358
2024-03-18 20:20:41.274 | INFO | trainer:219 | Epoch: 17 | Validation loss: 0.00641
2024-03-18 20:20:41.280 | INFO | trainer:203 | Epoch: 17 | Training loss: 0.00347
2024-03-18 20:20:41.528 | INFO | trainer:219 | Epoch: 18 | Validation loss: 0.00641
2024-03-18 20:20:41.532 | INFO | trainer:203 | Epoch: 18 | Training loss: 0.00353
2024-03-18 20:20:41.861 | INFO | trainer:219 | Epoch: 19 | Validation loss: 0.00641
2024-03-18 20:20:41.871 | INFO | trainer:203 | Epoch: 19 | Training loss: 0.00348
2024-03-18 20:20:42.111 | INFO | trainer:219 | Epoch: 20 | Validation loss: 0.00641
2024-03-18 20:20:42.115 | INFO | trainer:203 | Epoch: 20 | Training loss: 0.00331
2024-03-18 20:20:42.261 | INFO | train_model:378 | Starting stochastic weight averaging
2024-03-18 20:20:42.378 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00625
2024-03-18 20:20:42.757 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00639
2024-03-18 20:20:42.765 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.0045
2024-03-18 20:20:43.080 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.00647
2024-03-18 20:20:43.084 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.00375
2024-03-18 20:20:43.389 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.00671
2024-03-18 20:20:43.396 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.00377
2024-03-18 20:20:43.802 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00692
2024-03-18 20:20:43.807 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00364
2024-03-18 20:20:44.079 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.00712
2024-03-18 20:20:44.083 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.00379
2024-03-18 20:20:44.454 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.00671
2024-03-18 20:20:44.458 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00387
2024-03-18 20:20:44.786 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00633
